ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID
10044,10299
10044,10299
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10397
10135,10423
10135,10423
10135,10423
10135,10423
10135,10434
10135,10434
10135,10434
10135,10562
10135,10581
10135,10581
10135,10581
10135,10581
10135,10581
10135,10581
10135,10581
10135,10581
10135,10581
10135,10581
10135,10581
10135,10581
10135,10599
10135,10721
10135,10868
10135,10868
10135,10868
10135,10868
10135,10868
10135,10868
10135,10868
10135,10874
10135,10874
10135,10874
10135,10874
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11042
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11057
10135,11066
10135,11193
10135,11193
10135,11193
10135,11193
10135,11193
10135,11193
10135,11193
10135,11193
10135,11193
10135,11193
10135,11267
10135,11267
10135,11267
10135,11267
10135,11267
10135,11267
10135,11267
10135,11278
10135,11298
10135,11423
10135,11423
10135,11423
10135,11423
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11433
10135,11577
10135,11618
10135,11618
10135,11618
10135,11618
10135,11618
10135,11618
10135,11618
10135,11618
10135,11618
10135,11618
10135,11823
10135,11884
10135,11884
10135,11977
10135,11977
10135,11977
10135,11977
10135,11986
10135,11986
10135,11986
10135,11986
10135,11996
10135,12055
10135,12055
10135,12197
10135,12264
10135,12266
10135,12266
10135,12323
10135,12323
10135,12323
10135,12323
10135,12323
10135,12323
10135,12323
10135,12323
10135,12323
10135,12323
10135,12339
10135,12339
10135,12339
10135,12339
10135,12339
10135,12478
10135,12478
10135,12884
10135,12892
10135,12953
10135,12953
10135,12953
10135,12953
10135,13184
10135,13184
10135,13184
10135,13198
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13204
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13230
10135,13232
10135,13232
10135,13244
10135,13244
10135,13244
10135,13303
10135,13303
10135,13342
10135,13342
10135,13487
10135,13487
10135,13487
10135,13487
10135,13487
10135,13487
10135,13487
10135,13495
10135,13871
10135,13871
10135,13871
10135,13871
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13930
10135,13933
10135,13933
10135,13933
10135,13933
10135,13933
10135,13933
10135,14100
10135,14122
10135,14122
10135,14122
10135,14122
10135,14122
10135,14122
10135,14122
10135,14122
10135,14122
10135,14122
10135,14122
10135,14122
10135,14122
10135,14122
10135,14122
10135,14122
10135,14259
10135,14259
10135,14259
10135,14259
10135,14259
10135,14259
10135,14259
10135,14492
10135,14635
10135,14696
10135,14696
10135,14696
10135,14696
10135,14696
10135,14761
10135,14761
10135,14761
10135,14761
10135,14761
10135,14761
10135,14761
10135,14761
10135,14761
10135,14761
10135,14761
10135,14761
10135,14869
10135,14869
10135,14869
10135,15016
10135,15016
10135,15016
10135,15096
10135,15304
10135,15304
10136,10155
10136,10155
10136,10423
10136,10781
10136,11049
10136,11049
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11298
10136,11525
10136,11525
10136,11525
10136,11525
10136,11525
10136,11525
10136,11525
10136,11525
10136,11525
10136,11525
10136,11525
10136,11905
10136,12266
10136,12266
10136,12266
10136,12266
10136,12266
10136,12266
10136,12266
10136,12266
10136,12266
10136,12266
10136,12951
10136,13158
10136,14842
10136,14842
10136,14842
10136,14842
10136,15569
10140,10257
10140,10257
10140,10279
10140,10279
10140,10279
10140,10279
10140,10279
10140,10279
10140,10279
10140,10279
10140,10279
10140,10279
10140,10279
10140,10279
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10397
10140,10423
10140,10423
10140,10423
10140,10423
10140,10423
10140,10423
10140,10423
10140,10423
10140,10423
10140,10423
10140,10423
10140,10529
10140,10529
10140,10529
10140,10529
10140,10529
10140,10529
10140,10529
10140,10529
10140,10529
10140,10529
10140,10599
10140,10693
10140,10693
10140,10693
10140,10693
10140,10693
10140,10693
10140,10693
10140,10713
10140,10713
10140,10713
10140,10713
10140,10713
10140,10713
10140,10713
10140,10713
10140,10713
10140,10713
10140,10713
10140,10713
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10721
10140,10781
10140,10781
10140,10792
10140,10792
10140,10792
10140,10792
10140,10800
10140,10800
10140,10800
10140,10800
10140,10800
10140,10800
10140,10800
10140,10800
10140,10800
10140,10800
10140,10800
10140,10800
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,10821
10140,11042
10140,11042
10140,11042
10140,11042
10140,11042
10140,11042
10140,11042
10140,11042
10140,11042
10140,11042
10140,11042
10140,11066
10140,11066
10140,11066
10140,11066
10140,11066
10140,11066
10140,11066
10140,11066
10140,11066
10140,11066
10140,11066
10140,11066
10140,11066
10140,11066
10140,11066
10140,11109
10140,11109
10140,11109
10140,11109
10140,11109
10140,11109
10140,11193
10140,11193
10140,11193
10140,11193
10140,11193
10140,11193
10140,11193
10140,11193
10140,11193
10140,11193
10140,11193
10140,11193
10140,11259
10140,11259
10140,11259
10140,11259
10140,11259
10140,11259
10140,11259
10140,11259
10140,11259
10140,11259
10140,11259
10140,11259
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11278
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11292
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11298
10140,11413
10140,11423
10140,11423
10140,11423
10140,11423
10140,11423
10140,11423
10140,11433
10140,11433
10140,11433
10140,11433
10140,11433
10140,11433
10140,11433
10140,11433
10140,11433
